A_plaque_dedicated_to_British_and_Serbian_cooperation_Banja_Luka_000.png	OF
A_plaque_dedicated_to_British_and_Serbian_cooperation_Banja_Luka_001.png	IN
A_plaque_dedicated_to_British_and_Serbian_cooperation_Banja_Luka_002.png	OF
A_plaque_dedicated_to_British_and_Serbian_cooperation_Banja_Luka_003.png	IN
A_plaque_dedicated_to_British_and_Serbian_cooperation_Banja_Luka_004.png	2007
A_plaque_dedicated_to_British_and_Serbian_cooperation_Banja_Luka_005.png	Cy
A_plaque_dedicated_to_British_and_Serbian_cooperation_Banja_Luka_006.png	HA
A_plaque_dedicated_to_British_and_Serbian_cooperation_Banja_Luka_007.png	IN THE
A_plaque_dedicated_to_British_and_Serbian_cooperation_Banja_Luka_008.png	PEACE
A_plaque_dedicated_to_British_and_Serbian_cooperation_Banja_Luka_009.png	SERVICE
A_plaque_dedicated_to_British_and_Serbian_cooperation_Banja_Luka_010.png	AND
A_plaque_dedicated_to_British_and_Serbian_cooperation_Banja_Luka_011.png	FREEDOM
A_plaque_dedicated_to_British_and_Serbian_cooperation_Banja_Luka_012.png	COMMEMORATION
A_plaque_dedicated_to_British_and_Serbian_cooperation_Banja_Luka_013.png	BRITISH
A_plaque_dedicated_to_British_and_Serbian_cooperation_Banja_Luka_015.png	MILITARY
A_plaque_dedicated_to_British_and_Serbian_cooperation_Banja_Luka_016.png	WHO
A_plaque_dedicated_to_British_and_Serbian_cooperation_Banja_Luka_017.png	BOSNIA
A_plaque_dedicated_to_British_and_Serbian_cooperation_Banja_Luka_018.png	PERSONNEL
A_plaque_dedicated_to_British_and_Serbian_cooperation_Banja_Luka_019.png	SERVED
A_plaque_dedicated_to_British_and_Serbian_cooperation_Banja_Luka_020.png	HERZEGOVINA
A_plaque_dedicated_to_British_and_Serbian_cooperation_Banja_Luka_021.png	1992-
A_plaque_dedicated_to_British_and_Serbian_cooperation_Banja_Luka_022.png	СЛУЖБИ
A_plaque_dedicated_to_British_and_Serbian_cooperation_Banja_Luka_023.png	МИРА
A_plaque_dedicated_to_British_and_Serbian_cooperation_Banja_Luka_024.png	ПРИПАДНИКЕ
A_plaque_dedicated_to_British_and_Serbian_cooperation_Banja_Luka_025.png	ЗНАК
A_plaque_dedicated_to_British_and_Serbian_cooperation_Banja_Luka_026.png	СЛОБОДЕ
A_plaque_dedicated_to_British_and_Serbian_cooperation_Banja_Luka_027.png	СЈЕЋАЊА
A_plaque_dedicated_to_British_and_Serbian_cooperation_Banja_Luka_028.png	КОЈИ
A_plaque_dedicated_to_British_and_Serbian_cooperation_Banja_Luka_029.png	БРИТАНСКЕ
A_plaque_dedicated_to_British_and_Serbian_cooperation_Banja_Luka_030.png	БОСНИ
A_plaque_dedicated_to_British_and_Serbian_cooperation_Banja_Luka_031.png	СЛУЖИЛИ
A_plaque_dedicated_to_British_and_Serbian_cooperation_Banja_Luka_032.png	ВОЈСКЕ
A_plaque_dedicated_to_British_and_Serbian_cooperation_Banja_Luka_033.png	ХЕРЦЕГОВИНИ
A_plaque_dedicated_to_British_and_Serbian_cooperation_Banja_Luka_034.png	1992-
A_plaque_dedicated_to_British_and_Serbian_cooperation_Banja_Luka_035.png	-2007
A_street_in_Mostar_000.png	P
A_street_in_Mostar_001.png	A43-M-01
A_street_in_Mostar_002.png	A43-
A_street_in_Mostar_003.png	530-A-167
Andrzej_Krawczyk_-_tablica_000.png	AMBASADOR
Andrzej_Krawczyk_-_tablica_001.png	ANDRZEJ KRAWCZYK
Andrzej_Krawczyk_-_tablica_002.png	POLJSKA
Andrzej_Krawczyk_-_tablica_003.png	2016.
Andrzej_Tyszkiewicz_-_tablica_000.png	MBASADOR
Andrzej_Tyszkiewicz_-_tablica_001.png	ANDRZEJ
Andrzej_Tyszkiewicz_-_tablica_002.png	TYSZKIEWICZ
Andrzej_Tyszkiewicz_-_tablica_003.png	REPUBLIKA
Andrzej_Tyszkiewicz_-_tablica_004.png	POLJSKA
Asassination_memorial_000.png	SA OVOG MJESTA 28.JUNA 1914.GODINE
Asassination_memorial_001.png	GAVRILO PRINCIP JE IZVRŠIO ATENTAT NA
Asassination_memorial_002.png	AUSTROUGARSKOG PRESTOLONASLJEDNIKA
Asassination_memorial_003.png	FRANCA FERDINANDA I NJEGOVU SUPRUGU
Asassination_memorial_004.png	SOFIJU
Asassination_memorial_005.png	FROM THIS PLACE
Asassination_memorial_006.png	ON 28 JUNE 1914
Asassination_memorial_007.png	GAVRILO PRINCIP ASSASSINATED THE HEIR
Asassination_memorial_008.png	TO THE AUSTRO-HUNGARIAN THRONE
Asassination_memorial_009.png	FRANZ FERDINAND AND HIS WIFE SOFIA
BanjalukaPartneriTabla_000.png	ГРАД
BanjalukaPartneriTabla_001.png	CITY OF
BanjalukaPartneriTabla_002.png	БАЊА ЛУКА
BanjalukaPartneriTabla_003.png	BANJA LUKA
BanjalukaPartneriTabla_004.png	ГРАДОВИ ПАРТНЕРИ
BanjalukaPartneriTabla_005.png	CITY OF PARTNERS
BanjalukaPartneriTabla_006.png	ПАТРА
BanjalukaPartneriTabla_007.png	PATRAS
BanjalukaPartneriTabla_008.png	МОСКВА
BanjalukaPartneriTabla_009.png	MOSCOW
BanjalukaPartneriTabla_010.png	БЕОГРАД
BanjalukaPartneriTabla_011.png	BELGRADE
BanjalukaPartneriTabla_012.png	КАЈЗЕРСЛАУТЕРН
BanjalukaPartneriTabla_013.png	KAISERSLAUTERN
BanjalukaPartneriTabla_014.png	ЛАВОВ
BanjalukaPartneriTabla_015.png	LVIV
BaščaršijaSarajevo_2__000.png	OTKUP
BaščaršijaSarajevo_2__001.png	ZLATA
BaščaršijaSarajevo_2__002.png	Mesić
BaščaršijaSarajevo_2__004.png	OTKUP
BaščaršijaSarajevo_2__005.png	OJAČ
BaščaršijaSarajevo_2__006.png	OPTIKA
BaščaršijaSarajevo_2__007.png	ZLATA
BaščaršijaSarajevo_2__008.png	Durak
Baščaršija_6086230081__000.png	Shop
Baščaršija_6086230081__001.png	THE OLD BAZAAR
Bingo_supermarket_Trebinje_2024_000.png	Bingo plus
Bingo_supermarket_Trebinje_2024_001.png	Bingo
Bingo_supermarket_Trebinje_2024_002.png	Bingo
Bingo_supermarket_Trebinje_2024_003.png	Bingo plus
Bingo_supermarket_Trebinje_2024_005.png	Bingo
Bistrik_kula_observatory_information_board_000.png	Bistrik - kula sa astronomskom
Bistrik_kula_observatory_information_board_001.png	opservatorijom
Bistrik_kula_observatory_information_board_002.png	Tvrdava
Bistrik_kula_observatory_information_board_003.png	Bistrik
Bistrik_kula_observatory_information_board_004.png	sagradena
Bistrik_kula_observatory_information_board_005.png	vrijeme
Bistrik_kula_observatory_information_board_006.png	austrougarske
Bistrik_kula_observatory_information_board_007.png	vladavine
Bistrik_kula_observatory_information_board_008.png	Bosni
Bistrik_kula_observatory_information_board_009.png	During
Bistrik_kula_observatory_information_board_010.png	Austro-Hungarian
Bistrik_kula_observatory_information_board_011.png	power,
Bistrik_kula_observatory_information_board_012.png	military fortress
Bistrik_kula_observatory_information_board_013.png	was built
Bistrik_kula_observatory_information_board_014.png	Mountain
Bistrik_kula_observatory_information_board_015.png	Hercegovini
Bistrik_kula_observatory_information_board_016.png	odbrambenog
Bistrik_kula_observatory_information_board_018.png	Sarajeva
Bistrik_kula_observatory_information_board_019.png	Objekat
Bistrik_kula_observatory_information_board_020.png	nakon
Bistrik_kula_observatory_information_board_021.png	Trebević
Bistrik_kula_observatory_information_board_022.png	The mountaintop provided
Bistrik_kula_observatory_information_board_024.png	the entire
Bistrik_kula_observatory_information_board_025.png	city, and was
Bistrik_kula_observatory_information_board_026.png	point
Bistrik_kula_observatory_information_board_027.png	military observation.
Bistrik_kula_observatory_information_board_028.png	Military
Bistrik_kula_observatory_information_board_030.png	the unfortunate
Bistrik_kula_observatory_information_board_032.png	prestanka vladavine Austrougarske monarhije napušten i nije bio
Bistrik_kula_observatory_information_board_033.png	funkciji sve
Bistrik_kula_observatory_information_board_034.png	occurred
Bistrik_kula_observatory_information_board_035.png	abandoned
Bistrik_kula_observatory_information_board_036.png	1967
Bistrik_kula_observatory_information_board_037.png	when
Bistrik_kula_observatory_information_board_038.png	godine kada
Bistrik_kula_observatory_information_board_039.png	korištenje
Bistrik_kula_observatory_information_board_040.png	dobilo Univerzitetsko astronomsko društvo.
Bistrik_kula_observatory_information_board_041.png	government
Bistrik_kula_observatory_information_board_042.png	the University
Bistrik_kula_observatory_information_board_044.png	placed objects
Bistrik_kula_observatory_information_board_045.png	Society.
Bistrik_kula_observatory_information_board_046.png	radovi
Bistrik_kula_observatory_information_board_047.png	izgradnji
Bistrik_kula_observatory_information_board_048.png	Astronomsko
Bistrik_kula_observatory_information_board_049.png	opservatorije
Bistrik_kula_observatory_information_board_050.png	(koja
Bistrik_kula_observatory_information_board_051.png	Čolina
Bistrik_kula_observatory_information_board_052.png	University
Bistrik_kula_observatory_information_board_053.png	Astronomical
Bistrik_kula_observatory_information_board_054.png	Society
Bistrik_kula_observatory_information_board_055.png	established
Bistrik_kula_observatory_information_board_057.png	kapa")
Bistrik_kula_observatory_information_board_058.png	obavljeni
Bistrik_kula_observatory_information_board_059.png	1969.
Bistrik_kula_observatory_information_board_060.png	1972
Bistrik_kula_observatory_information_board_061.png	godine.
Bistrik_kula_observatory_information_board_062.png	Izvršena
Bistrik_kula_observatory_information_board_063.png	ekonstrukcija
Bistrik_kula_observatory_information_board_065.png	Observatory and worked hard
Bistrik_kula_observatory_information_board_066.png	bring it up
Bistrik_kula_observatory_information_board_067.png	state-of-the-art technological
Bistrik_kula_observatory_information_board_068.png	standards
Bistrik_kula_observatory_information_board_069.png	austrougarske
Bistrik_kula_observatory_information_board_071.png	podignute
Bistrik_kula_observatory_information_board_072.png	dvije
Bistrik_kula_observatory_information_board_073.png	kupole
Bistrik_kula_observatory_information_board_074.png	manjoj
Bistrik_kula_observatory_information_board_075.png	smješten dvostruki
Bistrik_kula_observatory_information_board_076.png	i astrograf, a
Bistrik_kula_observatory_information_board_077.png	većoj reflektor
Bistrik_kula_observatory_information_board_078.png	„Vaisala"
Bistrik_kula_observatory_information_board_079.png	construction
Bistrik_kula_observatory_information_board_080.png	phase,
Bistrik_kula_observatory_information_board_081.png	lasted
Bistrik_kula_observatory_information_board_082.png	from
Bistrik_kula_observatory_information_board_083.png	1972 during
Bistrik_kula_observatory_information_board_086.png	were rebuilt into
Bistrik_kula_observatory_information_board_087.png	astronomical
Bistrik_kula_observatory_information_board_088.png	observatory and two
Bistrik_kula_observatory_information_board_089.png	domes
Bistrik_kula_observatory_information_board_090.png	were added
Bistrik_kula_observatory_information_board_091.png	the main
Bistrik_kula_observatory_information_board_092.png	building.
Bistrik_kula_observatory_information_board_093.png	double
Bistrik_kula_observatory_information_board_094.png	astrograph
Bistrik_kula_observatory_information_board_095.png	placed
Bistrik_kula_observatory_information_board_096.png	the smaller
Bistrik_kula_observatory_information_board_097.png	dome.
Bistrik_kula_observatory_information_board_098.png	1975.
Bistrik_kula_observatory_information_board_099.png	trajala
Bistrik_kula_observatory_information_board_100.png	zvjezdarnice. Tada
Bistrik_kula_observatory_information_board_101.png	while
Bistrik_kula_observatory_information_board_102.png	spotlight named "Vaisala"
Bistrik_kula_observatory_information_board_103.png	was placed
Bistrik_kula_observatory_information_board_104.png	greater
Bistrik_kula_observatory_information_board_105.png	dome
Bistrik_kula_observatory_information_board_106.png	nabavljen
Bistrik_kula_observatory_information_board_107.png	teleskop reflektor
Bistrik_kula_observatory_information_board_108.png	većeg promjera. Za njega
Bistrik_kula_observatory_information_board_109.png	izgrađena
Bistrik_kula_observatory_information_board_110.png	potpuno nova
Bistrik_kula_observatory_information_board_111.png	kupolom promjera
Bistrik_kula_observatory_information_board_113.png	From 1975
Bistrik_kula_observatory_information_board_114.png	1982, the second
Bistrik_kula_observatory_information_board_115.png	phase
Bistrik_kula_observatory_information_board_116.png	the observatory
