epoch,loss_d,loss_g,step,train_disc,train_dur,train_fm,train_gen,train_kl,train_mel
0,2.5411882400512695,24.130590438842773,24,2.5411882400512695,1.599716067314148,6.407886028289795,2.2066125869750977,1.8454082012176514,0.2682437598705292
0,2.0503077507019043,45.244407653808594,49,2.0503077507019043,1.4155224561691284,14.514585494995117,5.269435405731201,2.385235548019409,0.48132506012916565
0,2.390845775604248,25.686054229736328,74,2.390845775604248,1.5235449075698853,6.214257717132568,2.711679220199585,2.5503885746002197,0.28191524744033813
0,1.4921743869781494,39.0010871887207,99,1.4921743869781494,1.4980137348175049,9.319129943847656,3.7256879806518555,2.2525832653045654,0.49345943331718445
0,1.7522385120391846,36.58168029785156,124,1.7522385120391846,1.5560511350631714,11.452054023742676,4.40356969833374,1.5530508756637573,0.39148789644241333
0,2.0187079906463623,40.37015151977539,149,2.0187079906463623,1.4486956596374512,11.771074295043945,3.832160472869873,2.349024534225464,0.4659821093082428
0,1.460152268409729,43.22260284423828,174,1.460152268409729,1.4124860763549805,13.070365905761719,4.129759311676025,2.687316656112671,0.4871705174446106
0,2.8910322189331055,38.888946533203125,199,2.8910322189331055,1.465717077255249,11.759330749511719,4.298971176147461,2.418675184249878,0.42102789878845215
0,2.020369291305542,38.89335250854492,224,2.020369291305542,1.4944493770599365,11.852096557617188,3.9359779357910156,1.6048029661178589,0.4445783793926239
0,1.89967679977417,36.07394790649414,249,1.89967679977417,1.5997304916381836,10.562268257141113,3.8173723220825195,1.9523977041244507,0.40315958857536316
0,1.7024815082550049,41.242488861083984,274,1.7024815082550049,1.5231412649154663,13.856328964233398,3.4235308170318604,1.6207242012023926,0.4626392424106598
0,2.2654716968536377,25.81733512878418,299,2.2654716968536377,1.735148549079895,7.056845188140869,3.41872239112854,1.630007028579712,0.2661468982696533
0,1.9160325527191162,40.347145080566406,324,1.9160325527191162,1.5700314044952393,12.214160919189453,3.5052008628845215,2.5513505935668945,0.45569783449172974
0,1.9227726459503174,41.4058837890625,349,1.9227726459503174,1.51542067527771,14.136821746826172,3.455620765686035,1.4898686408996582,0.46240338683128357
1,1.575760841369629,39.115211486816406,374,1.575760841369629,1.5542511940002441,11.88979434967041,3.2718141078948975,1.4287259578704834,0.4660138785839081
1,2.6450581550598145,42.803009033203125,399,2.6450581550598145,1.5483434200286865,12.131170272827148,6.099896430969238,2.1396803855895996,0.4640870988368988
1,1.929034948348999,30.988487243652344,424,1.929034948348999,1.5279040336608887,6.826759338378906,3.0542614459991455,1.7094156742095947,0.3971143662929535
1,1.8691359758377075,37.3819465637207,449,1.8691359758377075,1.4140026569366455,13.831847190856934,3.112135887145996,1.6563293933868408,0.38594743609428406
1,1.8852009773254395,31.96460723876953,474,1.8852009773254395,1.724564552307129,10.195368766784668,3.449981689453125,1.3726913928985596,0.33826667070388794
1,2.0360465049743652,34.38550567626953,499,2.0360465049743652,1.6488466262817383,9.933209419250488,3.7426443099975586,1.726539134979248,0.3852058947086334
1,1.772883653640747,38.26930618286133,524,1.772883653640747,1.5039044618606567,9.903104782104492,4.096123218536377,1.7750968933105469,0.46646833419799805
1,2.46262264251709,41.2027587890625,549,2.46262264251709,1.4950429201126099,12.380205154418945,4.021618366241455,1.5759449005126953,0.4828876554965973
1,1.76897132396698,36.385986328125,574,1.76897132396698,1.5029281377792358,10.332807540893555,3.346374750137329,1.9496097564697266,0.4278726279735565
1,2.0539965629577637,43.344764709472656,599,2.0539965629577637,1.598233699798584,14.829584121704102,3.8815548419952393,2.0902724266052246,0.46544715762138367
1,1.963768482208252,41.41874694824219,624,1.963768482208252,1.4689632654190063,13.942107200622559,4.207598686218262,2.0083844661712646,0.4398154318332672
1,2.180777072906494,40.98103713989258,649,2.180777072906494,1.552443504333496,11.576610565185547,3.551645040512085,2.487950563430786,0.48471975326538086
1,1.8122849464416504,44.310394287109375,674,1.8122849464416504,1.5051071643829346,13.738249778747559,3.813997745513916,2.308155059814453,0.5098862648010254
1,2.0491230487823486,35.65950012207031,699,2.0491230487823486,1.5210530757904053,9.955141067504883,3.493514060974121,2.5276706218719482,0.403602659702301
1,1.717289686203003,39.72690200805664,724,1.717289686203003,1.5261952877044678,13.636184692382812,3.238467216491699,2.000936269760132,0.42944708466529846
2,2.56964373588562,22.074758529663086,749,2.56964373588562,1.3208746910095215,6.6850481033325195,2.4484729766845703,1.9240118265151978,0.215474471449852
