121	1	SUBOTA
121	2	NEDJELJA
121	3	120
121	4	LOOK GREAT
121	5	P 0-24
121	6	BEERKA
121	7	SLOBODNO
121	8	K85-E-1
122	1	__UNSURE__
122	2	13.06.
122	3	PETAK
122	4	2016
122	5	BOSMA
122	6	BUREGDŽINICA
122	7	BUREK
122	8	FLOWER
123	1	T76.A.393
123	2	COGNAC
123	3	RUM
123	4	TEE
123	5	__UNSURE__
123	6	__UNSURE__
123	7	BOSNIEN
123	8	FRISEUR
124	1	SPEZEREI
124	2	МОСТ МЕХМЕД. ПАШЕ СОКОЛОВИЋА
124	3	САГРАБЕН 1571. ТЕШКО ОШТЕБЕН
124	4	ОД ЊЕМАЧКОГ ОКУПАТОРА. 1943
124	5	ОБНОВЉЕН 1949-1952 ГОДИНЕ
124	6	Fortuna TRAVEL
124	7	Austrian
124	8	Tourist information
125	1	komat
125	2	__UNSURE__
125	3	FIDAN.
125	4	museum
125	5	MUSEU
125	6	__UNSURE__
125	7	FORG
125	8	1€
126	1	MUSEUM
126	2	WINE
126	3	TASTING
126	4	ŠLJIVKA
126	5	BRIDGE
126	6	__UNSURE__
126	7	__UNSURE__
126	8	__UNSURE__
127	1	__UNSURE__
127	2	MUSEUM
127	3	__UNSURE__
127	4	BLATINA
127	5	__UNSURE__
127	6	__UNSURE__
127	7	IQ
127	8	women'sec
