101	1	graditeljska
101	2	cjelina
101	3	Omer-begova
101	4	kuća
101	5	кућа
101	6	ИСТОРИЈСКИ
101	7	ensemble
101	8	of the
102	1	Omer-bey
102	2	house
102	3	historic
102	4	historijski/povjesni
102	5	spomenik
102	6	Stara
102	7	Стара
102	8	Хафизадина
103	1	__UNSURE__
103	2	monument
103	3	the
103	4	fountain
103	5	Hafizadić
103	6	Hafizadića česma
103	7	Jajcu proglašavaju nacionalnim
103	8	проглашавају национал
104	1	Босне
104	2	fountain
104	3	Jajce,
104	4	National
104	5	Monument
104	6	Bosn
104	7	Hercegovine
104	8	Херцеговине
105	1	and Herzego
105	2	__UNSURE__
105	3	uništenje,
105	4	ili prisvajanje spomenika,
105	5	Оште
105	6	свајање
105	7	Damage
105	8	destruction
106	1	seizure
106	2	pušteno
106	3	obavljanje istraživanja
106	4	споменика,
106	5	недопуштено
106	6	обављање
106	7	monuments as well as unauthorized exploration
106	8	__UNSURE__
107	1	spomeniku
107	2	predstavlja
107	3	истраживања
107	4	радова
107	5	and
107	6	other
107	7	research
107	8	monument
108	1	__UNSURE__
108	2	considered
108	3	criminal acts.
108	4	__UNSURE__
108	5	представља кривично
108	6	дјело
108	7	и просторије, казниће се казном затвора до 3 године (члан 388. Кривичног закона Федерације БиХ)
108	8	BRITISH COUNCIL
