221	1	Gradski odbor Tuzla
221	2	MERHAMET
221	3	REGIONALNI ODBOR TUZLA
221	4	18
221	5	RIJEM
221	6	IZ
221	7	04 52
221	8	ČKI
222	1	DOBOJ
222	2	ČKI
222	3	17 09
222	4	6606
222	5	VOZ
222	6	POLAZAK
222	7	VOZOVA
222	8	U
223	1	TUZLU
223	2	VRIJEME
223	3	VOZ
223	4	BROJ
223	5	09 09
223	6	6601
223	7	PUTNIČKI
223	8	VOZ
224	1	DOBOJ
224	2	TUZLA
224	3	04
224	4	6605
224	5	PUTNIČKI
224	6	VOZ
224	7	DOBOJ
224	8	TUZLA
225	1	6607
225	2	PUTNIČKI
225	3	VOZ
225	4	DOBOJ
225	5	TUZLA
225	6	ODLAZAK
225	7	VOZ
225	8	BROJ
226	1	VOZOVA
226	2	TUZLE
226	3	6600
226	4	PUTNI
226	5	VOZ
226	6	10 10
226	7	TUZLA
226	8	6602
227	1	PUTNI
227	2	VOZ
227	3	TUZLA
227	4	DOBOJ
227	5	PUTNIČKI
227	6	TUZLA
227	7	DOBOJ
227	8	21 09
228	1	SALINES
228	2	SOLI TUZLA
228	3	CML
228	4	__UNSURE__
228	5	KOMORA
228	6	__NOTEXT__
228	7	__UNSURE__
228	8	Sarajevo
229	1	Tranzit
229	2	Orašje
229	3	Doboj
229	4	d.o.o. HIGIJENA
229	5	Centar
229	6	TU BINGO
229	7	__UNSURE__
229	8	__UNSURE__
230	1	__UNSURE__
230	2	__UNSURE__
230	3	__UNSURE__
230	4	__UNSURE__
230	5	TR
230	6	__UNSURE__
230	7	K23.0.080
230	8	Domaće
231	1	__UNSURE__
231	2	kiseljak
231	3	LIRA
231	4	ulica
231	5	TABAŠNICE
231	6	BNC brand name computers
231	7	Doner
231	8	Kebap
232	1	Coca-Cola
232	2	Coca-Cola
232	3	kod Turčina
232	4	BOSNA GOLD
232	5	__UNSURE__
232	6	Mozaik
232	7	BNC
232	8	Mozaik
233	1	BNC
233	2	Döner
233	3	Kebap
233	4	d Turčina
233	5	__UNSURE__
233	6	__UNSURE__
233	7	__UNSURE__
233	8	deto
234	1	ZLATARA
234	2	OBUCA
234	3	__UNSURE__
234	4	SIMECKI
234	5	Vl. K. Zovko
234	6	BLUE
234	7	__UNSURE__
234	8	SHOP
235	1	STAR
235	2	MIKROFIN
235	3	FORMULA
235	4	ONZUM
235	5	KONZUM
235	6	K
235	7	P
235	8	SA
236	1	KERA
236	2	__UNSURE__
236	3	ULICA
236	4	STJEPANA
236	5	RADIĆA
236	6	40
236	7	TER
236	8	ISOKO
237	1	__UNSURE__
237	2	ДОБРОДОШЛИ
237	3	У РЕПУБЛИКУ СРПСКУ
237	4	WELCOME
237	5	TO REPUBLIC OF SRPSKA
237	6	SARAJEVO
237	7	AERODROM
237	8	MEĐUNARODNI
238	1	Кочић
238	2	Park Petar Kočić
238	3	Трг
238	4	Krajina
238	5	инфо
238	6	Туристички и Tourist info ce
238	7	info center
238	8	Петар
239	1	__UNSURE__
239	2	Парк
239	3	Крајине
239	4	square
239	5	центар
239	6	Čaprazlije
239	7	Granići
239	8	__NOTEXT__
240	1	ĐURIĆ
240	2	ĐURIĆ
