50	1	EYOF
50	2	Sarajevo
50	3	East Sarajevo
50	4	2019
50	5	Skenderija
50	6	EYOF
50	7	Sarajevo & East Sarajevo
50	8	2019
62	1	SALE
62	2	SNIŽENJE
62	3	Goldi p
62	4	li peciva
62	5	__UNSURE__
62	6	m:tel
62	7	__UNSURE__
62	8	MANGO
63	1	MANGO
63	2	MANGO MANGO MANGO
63	3	MANGO
63	4	ALDO
63	5	MANGO
63	6	PERTLICA
63	7	__UNSURE__
63	8	__UNSURE__
159	1	DRUŠTVO CRVENOG KRIŽA/KRSTA BIH
159	2	CRVENI KRIŽ FEDERACIJE BIH
159	3	CRVENI KRIŽ TK
159	4	CRVENI KRIŽ/KRST GRADA TUZLA
159	5	CENTAR ZA NJEGU
159	6	POMOĆ U KUĆI
159	7	Uz podršku
159	8	Švicarski Crveni križ
160	1	Schweizerisches Rotes Kreuz
160	2	Swiss Red Cross
160	3	I KRIŽ/KRST
160	4	GRADA
160	5	TUZL
160	6	CESTE
160	7	Mostar
160	8	Blagaj Tekija / Dervish House
161	1	Stari grad / Old Town
161	2	National Monument Muslibegovic House
161	3	Мостар
161	4	Tuzla
161	5	Тузла
161	6	Živinice
161	7	Живинице
161	8	Aerodrom Tuzla
