149	1	__UNSURE__
149	2	PRÉSIDEN
149	3	PAŽNJA
149	4	VISOKI NAPON
149	5	OPASNO PO ŽIVOT
149	6	U SPOMEN SVIM BORCIMA NARODNOOSLOBODILAČKE VOJSKE
149	7	JUGOSLAVIJE, KOJI SU, PREDVODENI KOMUNISTIČKOM PARTIJOM
149	8	__UNSURE__
150	1	KOMANDANTOM DRUGOM TITOM, NA ŠIREM PODRUČJU SUTJESKE, JUN
150	2	GODINE, IZVOJEVALI ISTORIJSKU POBJEDU NAD MNOGOSTRUKO BROJNIM
150	3	FAŠISTIČKIM TRUPAMA, PODIŽEMO OVO SPOMEN-OBILJEŽJE
150	4	MAGLIĆ, JUNA 1973. GODINE
150	5	DRUŠTVO PRIJATELJA SUTJESKE
150	6	SARAJEVU
150	7	__NOTEXT__
150	8	MOST
151	1	DR.
151	2	FRANJE
151	3	TUĐMANA
151	4	ČAPLJINA
151	5	OŽUJAK 2002.
151	6	__NOTEXT__
151	7	__UNSURE__
151	8	iNA
152	1	Сарајево
152	2	Sarajevo
152	3	Мркоњић Град
152	4	Mrkonjić Grad
152	5	__UNSURE__
152	6	__UNSURE__
152	7	__UNSURE__
152	8	ВОДОВОД
153	1	492-J-875
153	2	okren
153	3	Градишка
153	4	Centar
153	5	KÖGEL
153	6	Сарајево
153	7	Sarajevo
153	8	Gradiška
154	1	Центар
154	2	Котор Варош
154	3	Сарајево
154	4	Kotor Varoš
154	5	Sarajevo
154	6	Čelinac
154	7	Челинац
154	8	Градишка
