25	1	nabavljen
25	2	teleskop reflektor
25	3	većeg promjera. Za njega
25	4	izgrađena
25	5	potpuno nova
25	6	kupolom promjera
25	7	From 1975
25	8	1982, the second
26	1	phase
26	2	the observatory
26	3	construction took
26	4	on. Astronomical
26	5	Observatory purchased
26	6	reflector telescope with a greater
26	7	Uslijed posljednjih ratnih dešavanja.
26	8	Astronomska
27	1	opservatorija
27	2	Trebeviću je
27	3	diameter
27	4	completely
27	5	building with
27	6	diameter
27	7	Ljeto 1992.
27	8	tpunosti uništena.
28	1	meters was built for
28	2	Astronomical
28	3	Observatory
28	4	Trebević
28	5	completely
28	6	destroyed
28	7	1992.
28	8	__UNSURE__
29	1	OPĆI
29	2	__UNSURE__
29	3	grada
29	4	godine
29	5	druga
29	6	izgradnje
29	7	zgrada
29	8	godine
30	1	During
30	2	ДОБРОДОШЛИ
30	3	У РЕПУБЛИКУ СРПСКУ
30	4	WELCOME
30	5	TO REPUBLIC OF SRPSKA
30	6	A
30	7	Matića Brdo
30	8	2 km
31	1	OBILJEŽJE
31	2	SPOMEN
31	3	DELEGACIJE
31	4	AVIONA
31	5	MAKEDONIJE
31	6	PADA
31	7	REPUBLIKE
31	8	BiH
32	1	Bosna
32	2	i
32	3	Hercegovina
32	4	Босна
32	5	И
32	6	Херцеговина
32	7	50
32	8	80
33	1	100
33	2	130
33	3	0-24
33	4	TRGOVINA VUKANA
33	5	KUĆA
33	6	Caritas Mostar
33	7	CARITASOVE USTANOVE
33	8	ZA OSOBE S POSEBNIM POTREBAMA
34	1	NAZARET
34	2	SVETA OBITELJ
34	3	TO SA US
34	4	Dubrovnik
34	5	Opuzen
34	6	Neum
34	7	Svitava
34	8	FRUCTAL
35	1	supermarket
35	2	OPEN
35	3	TUBORG
35	4	FOR
35	5	NISI
35	6	ILI JESI ILI NISI PROBAO
35	7	DESPOT
35	8	RODE
36	1	Donji Svilaj
36	2	50
36	3	K K
36	4	aqualab
36	5	NON-STOP LAB 00
36	6	SVE LABORATORIJSKO NA JEDNOM MJESTU
36	7	ova
36	8	LABORATORIJA VAŠE PORODICE, USLUGE PATRONAŽE
37	1	LED EURO MEDIA
37	2	an
37	3	mjesto.
37	4	voli!
37	5	__UNSURE__
37	6	N
37	7	R
37	8	OFFICE
