38	1	SHOES
38	2	DIOPTRA
38	3	Terranova
38	4	__UNSURE__
38	5	__UNSURE__
38	6	Tuzla
38	7	1969
38	8	27 X
39	1	Dok Vrbas
39	2	žubori,
39	3	PLAZMA
39	4	Za neke žene,
39	5	sopstveni dom
39	6	je najopasnije
39	7	__UNSURE__
39	8	__UNSURE__
40	1	SKECHERS GLIDE·STEP
40	2	__UNSURE__
40	3	__UNSURE__
40	4	plazma
40	5	OFFICE SHOES
40	6	OFFICE SHOES
40	7	NA
40	8	OVOM MJESTU SE PRIJE STOTINU
41	1	GODINA ZAISKRILA PLEMENITA
41	2	MISAO
41	3	PROSVJEĆIVANJU MLADIH NARAŠTAJA
41	4	IZ NJE JE PONIKAO RASADNIK PISMENOSTI
41	5	I SIGURNI PUTOKAZ DA SE PROĐU TVRDE
41	6	STAZE PUTA PREMA SLOBODI.
41	7	MEĐU ONIMA KOJI SU ODAVDE PONIJELI
41	8	MISAO
42	1	SVAKOLIKOJ I NEIZBJEŽNOJ
42	2	POTREBI BOGATSTVA I LJEPOTI SVIJETA
42	3	BIO JE I IVO
42	4	ANDRIĆ
42	5	JUNA 1981. GODINE
42	6	SSRN OPŠTINE VIŠEGRAD
42	7	__NOTEXT__
42	8	__UNSURE__
43	1	__UNSURE__
43	2	CIJENJENI KUPCI,
43	3	CIJENJENI KUPCI,
43	4	MOLIMO VAS DA
43	5	POSTUJETE I OSTALE
43	6	KUPCE, TE DA SVOJE
43	7	KUPCE, TE DA SVOJE
43	8	DA I OSTALI MOGU
44	1	POTREBE PRILAGODITE
44	2	TAKO, DA OSTAL KUPITI OSNOVNE
44	3	KUPITI
44	4	TAKO, DA
44	5	OSTALI MOGU
44	6	ZIVOTNE
44	7	KUPITI OSNOVNE
44	8	(BRASNO=5KG, ULJE.
45	1	ZIVOTNE NAMIRNICE
45	2	SECER ITD
45	3	(BRASNO=6KG, ULJE,
45	4	UNAPRIJED ZA VAS MERCATOR
45	5	SECER ITD...)
45	6	UNAPRIJED ZAHVALNI
45	7	VAS MERCATOR!
45	8	MOLIMO VAS DA
46	1	POSTUJETE I OSTALE
46	2	POTREBE PRILAGODITE
46	3	NAMIRNICE
46	4	__UNSURE__
46	5	ZAHVALNI
46	6	UNAPRIJED
46	7	VAS MERCATOR
46	8	DOBRO DOŠLI U BOSNU
47	1	HERCEGOVINU
47	2	NEUM
47	3	ДОБРО ДОШЛИ У БОСНУ И ХЕРЦЕГОВИНУ
47	4	НЕУМ
47	5	WELCOME TO BOSNIA AND HERZEGOVINA
47	6	NEUM
47	7	Vitez
47	8	Sarajevo
