162	1	Аеродром Тузла
162	2	__UNSURE__
162	3	150m
162	4	mojMarket
162	5	PEKARA DORDE
162	6	PEKARA DORDE
162	7	__UNSURE__
162	8	__UNSURE__
163	1	__UNSURE__
163	2	GABO
163	3	MAYB
163	4	c a
163	5	Sarajevo '84
163	6	je
163	7	DOBAR PASULJ
163	8	NJU PROBLEM
164	1	DALEKO SE
164	2	__UNSURE__
164	3	KO RJEŠENJE!
164	4	Kot
164	5	SARAJEVSKA
164	6	Galeb
164	7	CEVAB
164	8	__UNSURE__
165	1	10
165	2	1001 starogradski biser
165	3	STARI GRAD
165	4	1001 old town pearls
165	5	OLD TOWN
165	6	1001 Perle der Altstadt
165	7	ALTSTADT
165	8	Eski Şehir'in 1001 İncisi
166	1	ESKI ŞEHIR
166	2	6,50 KM
166	3	0245
166	4	STOP
166	5	Coca-Cola
166	6	M.A.S.
166	7	SHOP
166	8	S. SHOP
167	1	M.A.S.
167	2	SHOP
167	3	__NOTEXT__
167	4	__NOTEXT__
167	5	__NOTEXT__
167	6	__UNSURE__
167	7	Nacionalni spomenik
167	8	Osnova
