141	1	Butler
141	2	MASLAC
141	3	LURPAK
141	4	Butter
141	5	MEGGLE
141	6	MEGGLE
141	7	stolni
141	8	__UNSURE__
142	1	__UNSURE__
142	2	DODATNO SNIŽENO
142	3	25
142	4	25
142	5	5 95 KM
142	6	8
142	7	5
142	8	85
143	1	2 20 KM KOM
143	2	3
143	3	__NOTEXT__
143	4	milkos
143	5	efir
143	6	milkos
143	7	KISELA PAVLAKA
143	8	Pavl
144	1	Kiselo vrhnj
144	2	MEGGLE
144	3	kiselo
144	4	__NOTEXT__
144	5	Predobro
144	6	REKO
144	7	Milero 20%
144	8	YAYLA
145	1	GREKOS
145	2	AJVAR RUSTICO
145	3	MEGGLE
145	4	MEGGLE
145	5	Kefir
145	6	nch
145	7	KEÇI
145	8	KISELA
146	1	Predobro
146	2	__UNSURE__
146	3	Combi
146	4	%50
146	5	GREKOS
146	6	AJVAR
146	7	RUSTICO
146	8	NJE KISELO 300G 25%MM ZA
