81	1	architecture
81	2	with the
81	3	Jajca.
81	4	prizemljem
81	5	gradenim od kamenih blokova,
81	6	блокова,
81	7	који
81	8	носе
82	1	__UNSURE__
82	2	«бондрук»
82	3	ground
82	4	built
82	5	stone
82	6	blocks
82	7	half-
82	8	__UNSURE__
83	1	nose
83	2	sprat/kat
83	3	graden
83	4	bondruk»
83	5	систему
83	6	ТВОРОВОДНИМ
83	7	timbered first floor, topped by
83	8	steep girder roof clad
84	1	sistemu sustavu.
84	2	strmim
84	3	četvorovodnim
84	4	krovom
84	5	покривеним
84	6	шиндром.
84	7	Ентеријерска
84	8	with
85	1	shingles. The
85	2	fixtures and fittings and
85	3	pokrivenim šindrom.
85	4	Enterijerska
85	5	oprema,
85	6	sobna
85	7	собна
85	8	врата
86	1	строп
86	2	просторијама
86	3	рађени
86	4	the doors
86	5	the rooms
86	6	ceilings
86	7	ata i strop
86	8	prostorijama
87	1	radeni u duborezu
87	2	дуборезу.
87	3	timber.
87	4	afizadića
87	5	česma
87	6	Česmu
87	7	sagradila
87	8	hadži
88	1	Хафизадића
88	2	Чесму
88	3	je sagradila
88	4	хаџи
88	5	The Hafizadić drinking fountain
88	6	The fountain
88	7	Шерифа Мерјем
88	8	шума
89	1	Ахмед-бега
89	2	erected
89	3	Hajji Šerifa Merjem Hanuma, the
89	4	rifa
89	5	žena
89	6	Seid
89	7	Ahmed-bega
89	8	Хафизадића.
90	1	кћи босанског
90	2	тефтедара
90	3	Ахмет-
90	4	wife of
90	5	Seid Ahmed-bey Hafizadic,
90	6	and daughter
90	7	afizadića, kći bosanskog teftedara Ahmet-bega
90	8	бега
91	1	Вилића
91	2	равни
91	3	Bosnian teftedar (finance minister),
91	4	Ahmet-beg
91	5	Vilića
91	6	ravnika.
91	7	što je vidljivo
91	8	natpisa na
92	1	donjoj
92	2	доњој табли
92	3	Сачињена
92	4	Vilić
92	5	Travnik, as
92	6	recorded
92	7	on the inscription on
92	8	ploči
93	1	iznad česme
93	2	Sagradena je hidžretske 1262.
93	3	хиџретске
93	4	1262.
93	5	Раније
93	6	the lower
93	7	above the fountain
93	8	was erected
94	1	(1845/1846) godine
94	2	Ranije je česma stajala
94	3	drugoj
94	4	1845/1846)
94	5	1262
94	6	(1845/46
94	7	The fountain previous
94	8	stood
95	1	чесма
95	2	стаја
95	3	тридесетак
95	4	ulice
95	5	tridesetak
95	6	njene/njezine
95	7	on the opposite side of the street, about
95	8	данашње
96	1	локације
96	2	коју је
96	3	današnje
96	4	lokacije
96	5	koju
96	6	prenesena
96	7	1948
96	8	godine
97	1	1948.
97	2	неизмијењеном
97	3	from its present
97	4	position.
97	5	which
97	6	was moved,
97	7	u neizmijenjenom obliku.
97	8	облику.
98	1	without any alterations to its original
98	2	1948.
98	3	Komisija
98	4	Povjerenstvo
98	5	očuvani
98	6	nacionalnih
98	7	Комисија
98	8	националних
99	1	споменика
99	2	The Commission
99	3	Preserve National Monuments has
99	4	spomenika
99	5	donijela
99	6	donijelo
99	7	odluku
99	8	kojom
100	1	одлуку
100	2	којом
100	3	градитељска цјелина
100	4	issued
100	5	decision
100	6	designate
100	7	the
100	8	architectural
