181	1	"BRAĆA MUJIĆ"
181	2	0.00
181	3	EURO DIESEL 2.40
181	4	__UNSURE__
181	5	ON STOP
181	6	PG
181	7	KAZANDŽILUK
181	8	__UNSURE__
182	1	KING
182	2	__UNSURE__
182	3	B
182	4	OKUS KOJI PAMTIŠ
182	5	za
182	6	__UNSURE__
182	7	__NOTEXT__
182	8	ng
183	1	Caffe
183	2	UniCredit
183	3	__UNSURE__
183	4	__UNSURE__
183	5	__UNSURE__
183	6	BAR
183	7	__UNSURE__
183	8	centa
184	1	MADI
184	2	SAMO JE JEDNA PR
184	3	SAMO JE JEDNA PRAVA
184	4	__UNSURE__
184	5	BRAZIL
184	6	APSOLUTNO RAZUMLJ
184	7	APSOLUTNO RAZUMLJIVO!!!
184	8	LUTRIJA
185	1	AUTOMATI
185	2	UniCredit Bank
185	3	bar
185	4	__UNSURE__
185	5	Tuzlanka
185	6	LC Waikiki
185	7	CUJEĆARA
185	8	NOĆKO
186	1	VELEPOSLANIŠTVO KONZULARNA PI
186	2	REPUBLIKE SLOVENIJE SARNA BANJA L
186	3	PISARNA BANJA LUKA
186	4	EMBASSY OF THE REPUBLIC OF
186	5	CONSULAR OFFICE BANJA LUKA
186	6	LUKA
186	7	AMBASADA REPUBLIKE SLOVENIJE
186	8	KONZULARNA KANCELARIJA BANJA LUKA
187	1	АМБАСАДА РЕПУБЛИКЕ СЛОВЕНИЈЕ
187	2	КОНЗУЛАРНА КАНЦЕЛАРИЈА БАЊА ЛУКА
187	3	TRG
187	4	ESPAÑA
187	5	__UNSURE__
187	6	__UNSURE__
187	7	REHABILITACIJE
187	8	E MOSTAR
188	1	PROJEK
188	2	MOSTAR
188	3	STOP
188	4	__UNSURE__
188	5	TRG
188	6	ESPAÑA
188	7	__UNSURE__
188	8	__UNSURE__
