129	1	__UNSURE__
129	2	Eisenbahnlinie Sarajevo-Jajce
129	3	Bahnhof
129	4	Kolodvor
129	5	Pozdrav iz
129	6	Travnika
129	7	Gruss
129	8	aus Travnik
130	1	__NOTEXT__
130	2	ДА
130	3	СЕ
130	4	НЕ
130	5	ЗАБОРАВИ
130	6	ОБЈЕКАТ
130	7	ДОМА
130	8	ЈНА
131	1	12.
131	2	АПРИЛА
131	3	1992
131	4	ГОДИНЕ
131	5	ХРВАТСКО
131	6	МУСЛИМАНСКЕ СНАГЕ СУ ПРЕТВОРИЛЕ
131	7	У ЛОГОР
131	8	ЗА
132	1	СРБЕ. У
132	2	ЛОГОРУ СУ СРБИ ИСЛЕЂИВАНИ, МАЛТРЕТИРАНИ, МУЧЕНИ
132	3	И
132	4	УБИЈАНИ. БРОЈ ЗАТВОРЕНИКА СЕ КРЕТАО
132	5	ОКО
132	6	136
132	7	ЧЕДО
132	8	ЂУЛИЋ ЈЕ УБИЈЕН
133	1	23. АПРИЛ
133	2	1992. ГОДИНЕ.
133	3	БЛАГОЈЕ
133	4	ЂУРАШ ЈЕ
133	5	ЗАКЛАН 26. АПРИЛА
133	6	1992. ГОДИНЕ НА
133	7	ВАСКРС
133	8	ДЕРВЕНТА, НОВЕМБРА
134	1	2003
134	2	ГОДИНЕ
134	3	УДРУЖЕЊЕ РАТНИХ
134	4	ЗАРОБЉЕНИКА
134	5	ДЕРВЕНТА
134	6	ОВА ЗГРАДА ЈЕ
134	7	СПОМЕНИК КУЛТУРЕ
134	8	ПОД ЗАШТИТОМ
135	1	ДРЖАВЕ
135	2	поводом обиљежавања
135	3	стогодишњице изградње
135	4	АВГУСТ 2008.
135	5	ВОЗАЧК
135	6	ПОЧЕЛА ЈЕ ШКОЛСКА Г
135	7	ГРАД
135	8	ЧУВАЈМО ДЈЕЦУ У САОБРАЋ
136	1	БАЊА ЛУКА
136	2	__NOTEXT__
136	3	Odgovorno p
136	4	nestro
136	5	mark
136	6	BRO
136	7	MOD
136	8	na prirodi
137	1	ro prema p
137	2	nestro
137	3	__UNSURE__
137	4	__UNSURE__
137	5	Stolac
137	6	Svitava
137	7	Dubrovnik
137	8	R
138	1	NT
138	2	__UNSURE__
138	3	CENTAR
138	4	ANAC
138	5	RESTORAN PIZZERIA
138	6	ODISE
138	7	Bankomat
138	8	RESTAURANT
